sofifa_id;player_url;short_name;long_name;overall;potential;value_eur;wage_eur;age
176580;https://sofifa.com/player/176580/luis-suarez/220002;L. SuÃ¡rez;Luis Alberto SuÃ¡rez DÃ­az;88;88;44500000;135000;34
182521;https://sofifa.com/player/182521/toni-kroos/220002;T. Kroos;Toni Kroos;88;88;75000000;310000;31
192505;https://sofifa.com/player/192505/romelu-lukaku/220002;R. Lukaku;Romelu Lukaku Menama;88;88;93500000;260000;28
193041;https://sofifa.com/player/193041/keylor-navas/220002;K. Navas;Keylor Navas Gamboa;88;88;15500000;130000;34
202652;https://sofifa.com/player/202652/raheem-sterling/220002;R. Sterling;Raheem Sterling;88;89;107500000;290000;26
212198;https://sofifa.com/player/212198/bruno-miguel-borges-fernandes/220002;Bruno Fernandes;Bruno Miguel Borges Fernandes;88;89;107500000;250000;26
239085;https://sofifa.com/player/239085/erling-haaland/220002;E. Haaland;Erling Braut Haaland;88;93;137500000;110000;20
153079;https://sofifa.com/player/153079/sergio-aguero/220002;S. AgÃ¼ero;Sergio Leonel AgÃ¼ero del Castillo;87;87;51000000;260000;33
167948;https://sofifa.com/player/167948/hugo-lloris/220002;H. Lloris;Hugo Lloris;87;87;13500000;125000;34
177003;https://sofifa.com/player/177003/luka-modric/220002;L. ModriÄ‡;Luka ModriÄ‡;87;87;32000000;190000;35
183898;https://sofifa.com/player/183898/angel-di-maria/220002;Ã. Di MarÃ­a;Ãngel FabiÃ¡n Di MarÃ­a HernÃ¡ndez;87;87;49500000;160000;33
186153;https://sofifa.com/player/186153/wojciech-szczesny/220002;W. SzczÄ™sny;Wojciech Tomasz SzczÄ™sny;87;87;42000000;105000;31
189596;https://sofifa.com/player/189596/thomas-muller/220002;T. MÃ¼ller;Thomas MÃ¼ller;87;87;66000000;140000;31
192387;https://sofifa.com/player/192387/ciro-immobile/220002;C. Immobile;Ciro Immobile;87;87;67500000;125000;31
195864;https://sofifa.com/player/195864/paul-pogba/220002;P. Pogba;Paul Pogba;87;87;79500000;220000;28
199556;https://sofifa.com/player/199556/marco-verratti/220002;M. Verratti;Marco Verratti;87;87;79500000;155000;28
207865;https://sofifa.com/player/207865/marcos-aoas-correa/220002;Marquinhos;Marcos AoÃ¡s CorrÃªa;87;90;90500000;135000;27
209658;https://sofifa.com/player/209658/leon-goretzka/220002;L. Goretzka;Leon Christoph Goretzka;87;88;93000000;140000;26
211110;https://sofifa.com/player/211110/paulo-dybala/220002;P. Dybala;Paulo Bruno Exequiel Dybala;87;88;93000000;160000;27
216267;https://sofifa.com/player/216267/andrew-robertson/220002;A. Robertson;Andrew Robertson;87;88;83500000;175000;27
228702;https://sofifa.com/player/228702/frenkie-de-jong/220002;F. de Jong;Frenkie de Jong;87;92;119500000;210000;24
231281;https://sofifa.com/player/231281/trent-alexander-arnold/220002;T. Alexander-Arnold;Trent Alexander-Arnold;87;92;114000000;150000;22
233049;https://sofifa.com/player/233049/jadon-sancho/220002;J. Sancho;Jadon Sancho;87;91;116500000;150000;21
239818;https://sofifa.com/player/239818/ruben-santos-gato-alves-dias/220002;RÃºben Dias;RÃºben dos Santos Gato Alves Dias;87;91;102500000;170000;24
138956;https://sofifa.com/player/138956/giorgio-chiellini/220002;G. Chiellini;Giorgio Chiellini;86;86;12000000;88000;36
162835;https://sofifa.com/player/162835/samir-handanovic/220002;S. HandanoviÄ;Samir HandanoviÄ;86;86;7500000;78000;36
178603;https://sofifa.com/player/178603/mats-hummels/220002;M. Hummels;Mats Hummels;86;86;44000000;95000;32
189332;https://sofifa.com/player/189332/jordi-alba-ramos/220002;Jordi Alba;Jordi Alba Ramos;86;86;47000000;200000;32
189509;https://sofifa.com/player/189509/thiago-alcantara/220002;Thiago;Thiago AlcÃ¢ntara do Nascimento;86;86;65000000;180000;30
189511;https://sofifa.com/player/189511/sergio-busquets-burgos/220002;Sergio Busquets;Sergio Busquets i Burgos;86;86;45000000;200000;32
189513;https://sofifa.com/player/189513/daniel-parejo-munoz/220002;Parejo;Daniel Parejo MuÃ±oz;86;86;53500000;64000;32
192984;https://sofifa.com/player/192984/koen-casteels/220002;K. Casteels;Koen Casteels;86;87;52000000;88000;29
198219;https://sofifa.com/player/198219/lorenzo-insigne/220002;L. Insigne;Lorenzo Insigne;86;86;65500000;125000;30
201024;https://sofifa.com/player/201024/kalidou-koulibaly/220002;K. Koulibaly;Kalidou Koulibaly;86;86;55500000;105000;30
201535;https://sofifa.com/player/201535/raphael-varane/220002;R. Varane;RaphaÃ«l Varane;86;88;68500000;180000;28
204485;https://sofifa.com/player/204485/riyad-mahrez/220002;R. Mahrez;Riyad Mahrez;86;86;65500000;220000;30
208093;https://sofifa.com/player/208093/gerard-moreno-balaguero/220002;Gerard Moreno;Gerard Moreno BalaguerÃ³;86;86;68000000;73000;29
208830;https://sofifa.com/player/208830/jamie-vardy/220002;J. Vardy;Jamie Vardy;86;86;33000000;180000;34
209499;https://sofifa.com/player/209499/fabio-henrique-tavares/220002;Fabinho;FÃ¡bio Henrique Tavares;86;88;73500000;165000;27
210514;https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/220002;JoÃ£o Cancelo;JoÃ£o Pedro Cavaco Cancelo;86;87;71500000;185000;27
212218;https://sofifa.com/player/212218/aymeric-laporte/220002;A. Laporte;Aymeric Laporte;86;89;77000000;185000;27
213345;https://sofifa.com/player/213345/kingsley-coman/220002;K. Coman;Kingsley Junior Coman;86;87;81000000;120000;25
218667;https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/220002;Bernardo Silva;Bernardo Mota Veiga de Carvalho e Silva;86;87;80000000;200000;26
226161;https://sofifa.com/player/226161/marcos-llorente-moreno/220002;Marcos Llorente;Marcos Llorente Moreno;86;89;88000000;95000;26
231866;https://sofifa.com/player/231866/rodrigo-hernandez-cascante/220002;Rodri;Rodrigo HernÃ¡ndez Cascante;86;89;81000000;175000;25
232363;https://sofifa.com/player/232363/milan-skriniar/220002;M. Å kriniar;Milan Å kriniar;86;88;74000000;150000;26
143076;https://sofifa.com/player/143076/alejandro-gomez/220002;A. GÃ³mez;Alejandro DarÃ­o GÃ³mez;85;85;33500000;51000;33
163587;https://sofifa.com/player/163587/kasper-schmeichel/220002;K. Schmeichel;Kasper Peter Schmeichel;85;85;9000000;115000;34
164240;https://sofifa.com/player/164240/thiago-emiliano-da-silva/220002;Thiago Silva;Thiago Emiliano da Silva;85;85;9500000;105000;36
168542;https://sofifa.com/player/168542/david-josue-jimenez-silva/220002;David Silva;David JosuÃ© JimÃ©nez Silva;85;85;22000000;44000;35
177683;https://sofifa.com/player/177683/yann-sommer/220002;Y. Sommer;Yann Sommer;85;85;26500000;40000;32
179813;https://sofifa.com/player/179813/edinson-cavani/220002;E. Cavani;Edinson Roberto Cavani GÃ³mez;85;85;26000000;190000;34
183277;https://sofifa.com/player/183277/eden-hazard/220002;E. Hazard;Eden Hazard;85;85;52000000;240000;30
184344;https://sofifa.com/player/184344/leonardo-bonucci/220002;L. Bonucci;Leonardo Bonucci;85;85;17500000;110000;34
185122;https://sofifa.com/player/185122/peter-gulacsi/220002;P. GulÃ¡csi;PÃ©ter GulÃ¡csi;85;85;28500000;87000;31
186942;https://sofifa.com/player/186942/ilkay-gundogan/220002;Ä°. GÃ¼ndoÄŸan;Ä°lkay GÃ¼ndoÄŸan;85;85;51500000;185000;30
188350;https://sofifa.com/player/188350/marco-reus/220002;M. Reus;Marco Reus;85;85;43000000;95000;32
188377;https://sofifa.com/player/188377/kyle-walker/220002;K. Walker;Kyle Walker;85;85;39000000;170000;31
188567;https://sofifa.com/player/188567/pierre-emerick-aubameyang/220002;P. Aubameyang;Pierre-Emerick Emiliano FranÃ§ois Aubameyang;85;85;43500000;145000;32
193747;https://sofifa.com/player/193747/jorge-resurreccion/220002;Koke;Jorge ResurrecciÃ³n Merodio;85;85;52500000;90000;29
194765;https://sofifa.com/player/194765/antoine-griezmann/220002;A. Griezmann;Antoine Griezmann;85;85;53000000;220000;30
198176;https://sofifa.com/player/198176/stefan-de-vrij/220002;S. de Vrij;Stefan de Vrij;85;85;45000000;145000;29
201942;https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/220002;Roberto Firmino;Roberto Firmino Barbosa de Oliveira;85;85;54000000;185000;29
202556;https://sofifa.com/player/202556/memphis-depay/220002;M. Depay;Memphis Depay;85;86;63000000;220000;27
204963;https://sofifa.com/player/204963/daniel-carvajal-ramos/220002;Carvajal;Daniel Carvajal Ramos;85;85;47500000;210000;29
205498;https://sofifa.com/player/205498/luiz-frello-filho-jorge/220002;Jorginho;Luiz Frello Filho Jorge;85;85;52500000;170000;29
206113;https://sofifa.com/player/206113/serge-gnabry/220002;S. Gnabry;Serge David Gnabry;85;86;64500000;110000;25
223848;https://sofifa.com/player/223848/sergej-milinkovic-savic/220002;S. MilinkoviÄ‡-SaviÄ‡;Sergej MilinkoviÄ‡-SaviÄ‡;85;87;66000000;100000;26
226790;https://sofifa.com/player/226790/wilfred-ndidi/220002;W. Ndidi;Onyinye Wilfred Ndidi;85;88;66500000;120000;24
230142;https://sofifa.com/player/230142/mikel-oyarzabal-ugarte/220002;Oyarzabal;Mikel Oyarzabal Ugarte;85;89;77500000;57000;24
231478;https://sofifa.com/player/231478/lautaro-martinez/220002;L. MartÃ­nez;Lautaro Javier MartÃ­nez;85;89;78000000;145000;23
231677;https://sofifa.com/player/231677/marcus-rashford/220002;M. Rashford;Marcus Rashford;85;89;77500000;150000;23
235212;https://sofifa.com/player/235212/achraf-hakimi/220002;A. Hakimi;Achraf Hakimi Mouh;85;88;69500000;100000;22
235243;https://sofifa.com/player/235243/matthijs-de-ligt/220002;M. de Ligt;Matthijs de Ligt;85;90;75000000;81000;21
41236;https://sofifa.com/player/41236/zlatan-ibrahimovic/220002;Z. IbrahimoviÄ‡;Zlatan IbrahimoviÄ‡;84;84;14500000;51000;39
146536;https://sofifa.com/player/146536/jesus-navas-gonzalez/220002;JesÃºs Navas;JesÃºs Navas GonzÃ¡lez;84;84;13000000;30000;35
152729;https://sofifa.com/player/152729/gerard-pique-bernabeu/220002;PiquÃ©;Gerard PiquÃ© BernabÃ©u;84;84;13500000;175000;34
175943;https://sofifa.com/player/175943/dries-mertens/220002;D. Mertens;Dries Mertens;84;84;20500000;105000;34
181291;https://sofifa.com/player/181291/georginio-wijnaldum/220002;G. Wijnaldum;Georginio Wijnaldum;84;84;40500000;115000;30
183711;https://sofifa.com/player/183711/jordan-henderson/220002;J. Henderson;Jordan Henderson;84;84;29500000;140000;31
184134;https://sofifa.com/player/184134/fernando-reges/220002;Fernando;Fernando Francisco Reges;84;84;21000000;43000;33
186345;https://sofifa.com/player/186345/kieran-trippier/220002;K. Trippier;Kieran Trippier;84;84;36500000;74000;30
192629;https://sofifa.com/player/192629/iago-aspas-juncal/220002;Iago Aspas;Iago Aspas Juncal;84;84;27000000;46000;33
193080;https://sofifa.com/player/193080/david-de-gea-quintana/220002;De Gea;David De Gea Quintana;84;84;28000000;120000;30
197445;https://sofifa.com/player/197445/david-alaba/220002;D. Alaba;David Olatukunbo Alaba;84;84;35500000;195000;29
198706;https://sofifa.com/player/198706/luis-alberto-romero-alconchel/220002;Luis Alberto;Luis Alberto Romero Alconchel;84;84;42500000;95000;28
199434;https://sofifa.com/player/199434/dusan-tadic/220002;D. TadiÄ‡;DuÅ¡an TadiÄ‡;84;84;33500000;32000;32
199451;https://sofifa.com/player/199451/wissam-ben-yedder/220002;W. Ben Yedder;Wissam Ben Yedder;84;84;41500000;88000;30
200458;https://sofifa.com/player/200458/lucas-digne/220002;L. Digne;Lucas Digne;84;84;40500000;110000;27
200647;https://sofifa.com/player/200647/josip-ilicic/220002;J. IliÄiÄ‡;Josip IliÄiÄ‡;84;84;27000000;84000;33
202811;https://sofifa.com/player/202811/emiliano-martinez/220002;E. MartÃ­nez;DamiÃ¡n Emiliano MartÃ­nez;84;85;33500000;81000;28
203263;https://sofifa.com/player/203263/harry-maguire/220002;H. Maguire;Harry Maguire;84;86;42500000;155000;28
204639;https://sofifa.com/player/204639/stefan-savic/220002;S. SaviÄ‡;Stefan SaviÄ‡;84;84;34500000;74000;30
204923;https://sofifa.com/player/204923/marcel-sabitzer/220002;M. Sabitzer;Marcel Sabitzer;84;85;48000000;110000;27
205988;https://sofifa.com/player/205988/luke-shaw/220002;L. Shaw;Luke Shaw;84;86;48500000;140000;25
206517;https://sofifa.com/player/206517/jack-grealish/220002;J. Grealish;Jack Grealish;84;85;50500000;180000;25
207862;https://sofifa.com/player/207862/matthias-ginter/220002;M. Ginter;Matthias Ginter;84;85;42500000;45000;27
207863;https://sofifa.com/player/207863/felipe-augusto-de-almeida-monteiro/220002;Felipe;Felipe Augusto de Almeida Monteiro;84;84;27500000;74000;32
208418;https://sofifa.com/player/208418/yannick-carrasco/220002;Y. Carrasco;Yannick Ferreira Carrasco;84;84;45000000;81000;27
208574;https://sofifa.com/player/208574/filip-kostic/220002;F. KostiÄ‡;Filip KostiÄ‡;84;84;42500000;52000;28
208670;https://sofifa.com/player/208670/hakim-ziyech/220002;H. Ziyech;Hakim Ziyech;84;84;42500000;170000;28
209889;https://sofifa.com/player/209889/raphael-guerreiro/220002;R. Guerreiro;RaphaÃ«l Adelino JosÃ© Guerreiro;84;84;40500000;79000;27
210243;https://sofifa.com/player/210243/ricardo-barbosa-pereira/220002;Ricardo Pereira;Ricardo Domingos Barbosa Pereira;84;84;40500000;130000;27
212188;https://sofifa.com/player/212188/timo-werner/220002;T. Werner;Timo Werner;84;87;56500000;155000;25
215698;https://sofifa.com/player/215698/mike-maignan/220002;M. Maignan;Mike Maignan;84;89;49500000;45000;25
216352;https://sofifa.com/player/216352/marcelo-brozovic/220002;M. BrozoviÄ‡;Marcelo BrozoviÄ‡;84;84;37000000;130000;28
216393;https://sofifa.com/player/216393/youri-tielemans/220002;Y. Tielemans;Youri Tielemans;84;87;57000000;125000;24
216460;https://sofifa.com/player/216460/jose-maria-gimenez/220002;J. GimÃ©nez;JosÃ© MarÃ­a GimÃ©nez de Vargas;84;88;52000000;74000;26
216594;https://sofifa.com/player/216594/nabil-fekir/220002;N. Fekir;Nabil Fekir;84;84;45000000;42000;27
222492;https://sofifa.com/player/222492/leroy-sane/220002;L. SanÃ©;Leroy Aziz SanÃ©;84;87;56000000;105000;25
224232;https://sofifa.com/player/224232/nicolo-barella/220002;N. Barella;NicolÃ² Barella;84;89;63500000;120000;24
224334;https://sofifa.com/player/224334/marcos-acuna/220002;M. AcuÃ±a;Marcos Javier AcuÃ±a;84;84;37000000;45000;29
228941;https://sofifa.com/player/228941/andre-miguel-valente-da-silva/220002;AndrÃ© Silva;AndrÃ© Miguel Valente da Silva;84;85;51000000;110000;25
230938;https://sofifa.com/player/230938/franck-yannick-kessie/220002;F. KessiÃ©;Franck Yannick KessiÃ©;84;86;49500000;51000;24
232656;https://sofifa.com/player/232656/theo-hernandez/220002;T. HernÃ¡ndez;Theo Bernard FranÃ§ois HernÃ¡ndez;84;90;62500000;51000;23
235790;https://sofifa.com/player/235790/kai-havertz/220002;K. Havertz;Kai Lukas Havertz;84;92;94500000;130000;22
237692;https://sofifa.com/player/237692/phil-foden/220002;P. Foden;Philip Foden;84;92;94500000;125000;21
135507;https://sofifa.com/player/135507/fernando-luiz-rosa/220002;Fernandinho;Fernando Luiz Rosa;83;83;7000000;100000;36
169416;https://sofifa.com/player/169416/carlos-vela/220002;C. Vela;Carlos Alberto Vela Garrido;83;83;29000000;17000;32
177413;https://sofifa.com/player/177413/axel-witsel/220002;A. Witsel;Axel Witsel;83;83;24000000;72000;32
178750;https://sofifa.com/player/178750/sergio-asenjo-andres/220002;Sergio Asenjo;Sergio Asenjo AndrÃ©s;83;83;18000000;37000;32
179645;https://sofifa.com/player/179645/simon-kjaer/220002;S. KjÃ¦r;Simon Thorup KjÃ¦r;83;83;23500000;54000;32
180930;https://sofifa.com/player/180930/edin-dzeko/220002;E. DÅ¾eko;Edin DÅ¾eko;83;83;15500000;105000;35
183907;https://sofifa.com/player/183907/jerome-boateng/220002;J. Boateng;JÃ©rÃ´me Boateng;83;83;23500000;81000;32
184087;https://sofifa.com/player/184087/toby-alderweireld/220002;T. Alderweireld;Toby Alderweireld;83;83;;;32
184432;https://sofifa.com/player/184432/cesar-azpilicueta-tanco/220002;Azpilicueta;CÃ©sar Azpilicueta Tanco;83;83;25000000;125000;31
187961;https://sofifa.com/player/187961/jose-paulo-bezerra-m-junior/220002;Paulinho;JosÃ© Paulo Bezzera Maciel JÃºnior;83;83;28500000;61000;32
189575;https://sofifa.com/player/189575/iker-muniain-goni/220002;Muniain;Iker Muniain GoÃ±i;83;83;36500000;44000;28
190286;https://sofifa.com/player/190286/sergio-canales-madrazo/220002;Canales;Sergio Canales Madrazo;83;83;34500000;38000;30
190941;https://sofifa.com/player/190941/lukas-hradecky/220002;L. HrÃ¡deckÃ½;LukÃ¡Å¡ HrÃ¡deckÃ½;83;83;19000000;55000;31
191043;https://sofifa.com/player/191043/alex-sandro-lobo-silva/220002;Alex Sandro;Alex Sandro Lobo Silva;83;83;31500000;95000;30
192563;https://sofifa.com/player/192563/bernd-leno/220002;B. Leno;Bernd Leno;83;84;28000000;87000;29
192774;https://sofifa.com/player/192774/kostas-manolas/220002;K. Manolas;Konstantinos Manolas;83;83;30000000;80000;30
192883;https://sofifa.com/player/192883/henrikh-mkhitaryan/220002;H. Mkhitaryan;Henrikh Mkhitaryan;83;83;29500000;82000;32
193082;https://sofifa.com/player/193082/juan-cuadrado/220002;J. Cuadrado;Juan Guillermo Cuadrado Bello;83;83;19000000;95000;33
197061;https://sofifa.com/player/197061/joel-matip/220002;J. Matip;JoÃ«l Andre Job Matip;83;83;30500000;130000;29
197655;https://sofifa.com/player/197655/sebastian-coates/220002;S. Coates;SebastiÃ¡n Coates NiÃ³n;83;83;30000000;21000;30
199845;https://sofifa.com/player/199845/francesco-acerbi/220002;F. Acerbi;Francesco Acerbi;83;83;17500000;75000;33
199914;https://sofifa.com/player/199914/allan-marques-loureiro/220002;Allan;Allan Marques Loureiro;83;83;30500000;100000;30
200610;https://sofifa.com/player/200610/kevin-volland/220002;K. Volland;Kevin Volland;83;83;37000000;83000;28
201153;https://sofifa.com/player/201153/alvaro-borja-morata-martin/220002;Morata;Ãlvaro Borja Morata MartÃ­n;83;83;37000000;84000;28
201399;https://sofifa.com/player/201399/mauro-icardi/220002;M. Icardi;Mauro Emanuel Icardi Rivero;83;83;37000000;120000;28
202884;https://sofifa.com/player/202884/leonardo-spinazzola/220002;L. Spinazzola;Leonardo Spinazzola;83;83;33000000;72000;28
203574;https://sofifa.com/player/203574/john-stones/220002;J. Stones;John Stones;83;86;41000000;140000;27
203841;https://sofifa.com/player/203841/nick-pope/220002;N. Pope;Nick Pope;83;83;25000000;45000;29
204838;https://sofifa.com/player/204838/raul-jimenez/220002;R. JimÃ©nez;RaÃºl Alonso JimÃ©nez RodrÃ­guez;83;83;35500000;120000;30
204935;https://sofifa.com/player/204935/jordan-pickford/220002;J. Pickford;Jordan Pickford;83;85;33000000;83000;27
205452;https://sofifa.com/player/205452/antonio-rudiger/220002;A. RÃ¼diger;Antonio RÃ¼diger;83;84;34500000;130000;28
205632;https://sofifa.com/player/205632/lucas-ocampos/220002;L. Ocampos;Lucas Ariel Ocampos;83;83;39500000;46000;26
207410;https://sofifa.com/player/207410/mateo-kovacic/220002;M. KovaÄiÄ‡;Mateo KovaÄiÄ‡;83;84;41500000;135000;27
209989;https://sofifa.com/player/209989/thomas-partey/220002;T. Partey;Thomas Partey;83;83;36500000;115000;28
211688;https://sofifa.com/player/211688/jose-luis-gaya-pena/220002;GayÃ ;JosÃ© LuÃ­s GayÃ  PeÃ±a;83;86;43500000;48000;26
213565;https://sofifa.com/player/213565/thomas-lemar/220002;T. Lemar;Thomas Lemar;83;86;48000000;71000;25
213648;https://sofifa.com/player/213648/pierre-emile-hojbjerg/220002;P. HÃ¸jbjerg;Pierre-Emile Kordt HÃ¸jbjerg;83;86;43500000;105000;25
214997;https://sofifa.com/player/214997/angel-correa/220002;Ã. Correa;Ãngel MartÃ­n Correa;83;86;48000000;80000;26
215333;https://sofifa.com/player/215333/duvan-zapata/220002;D. Zapata;DuvÃ¡n Esteban Zapata Banguera;83;83;35500000;77000;30
216354;https://sofifa.com/player/216354/andrej-kramaric/220002;A. KramariÄ‡;Andrej KramariÄ‡;83;83;35500000;59000;30
220651;https://sofifa.com/player/220651/jose-angel-esmoris-tasende/220002;AngeliÃ±o;JosÃ© Ãngel Esmoris Tasende;83;86;46000000;77000;24
220814;https://sofifa.com/player/220814/lucas-hernandez/220002;L. HernÃ¡ndez;Lucas FranÃ§ois Bernard HernÃ¡ndez Pi;83;86;44500000;85000;25
220834;https://sofifa.com/player/220834/marco-asensio-willemsen/220002;Marco Asensio;Marco Asensio Willemsen;83;86;48000000;190000;25
223689;https://sofifa.com/player/223689/wout-weghorst/220002;W. Weghorst;Wout Weghorst;83;83;37000000;95000;28
223697;https://sofifa.com/player/223697/robin-gosens/220002;R. Gosens;Robin Everardus Gosens;83;83;36000000;65000;26
225193;https://sofifa.com/player/225193/mikel-merino-zazon/220002;Merino;Mikel Merino ZazÃ³n;83;87;50000000;47000;25
225850;https://sofifa.com/player/225850/presnel-kimpembe/220002;P. Kimpembe;Presnel Kimpembe;83;87;45500000;90000;25
228618;https://sofifa.com/player/228618/ferland-mendy/220002;F. Mendy;Ferland Mendy;83;86;43500000;170000;26
229880;https://sofifa.com/player/229880/aaron-wan-bissaka/220002;A. Wan-Bissaka;Aaron Wan-Bissaka;83;87;48500000;115000;23
230481;https://sofifa.com/player/230481/ronaldo-jailson-cabrais-petri/220002;Ronaldo Cabrais;Ronaldo Jailson Cabrais Petri;83;83;35500000;49000;29
230658;https://sofifa.com/player/230658/arthur-henrique-ramos-oliveira-melo/220002;Arthur;Arthur Henrique Ramos de Oliveira Melo;83;85;47000000;90000;24
230666;https://sofifa.com/player/230666/gabriel-fernando-de-jesus/220002;Gabriel Jesus;Gabriel Fernando de Jesus;83;87;52500000;150000;24
231443;https://sofifa.com/player/231443/ousmane-dembele/220002;O. DembÃ©lÃ©;Ousmane DembÃ©lÃ©;83;88;55000000;165000;24
233064;https://sofifa.com/player/233064/mason-mount/220002;M. Mount;Mason Mount;83;89;58500000;120000;22
234642;https://sofifa.com/player/234642/edouard-mendy/220002;Ã‰. Mendy;Ã‰douard Mendy;83;85;30000000;105000;29
235805;https://sofifa.com/player/235805/federico-chiesa/220002;F. Chiesa;Federico Chiesa;83;91;80500000;74000;23
239053;https://sofifa.com/player/239053/federico-valverde/220002;F. Valverde;Federico Santiago Valverde Dipetta;83;89;58000000;160000;22
241486;https://sofifa.com/player/241486/jules-kounde/220002;J. KoundÃ©;Jules KoundÃ©;83;89;53000000;33000;22
242444;https://sofifa.com/player/242444/joao-felix-sequeira/220002;JoÃ£o FÃ©lix;JoÃ£o FÃ©lix Sequeira;83;91;82000000;61000;21
120533;https://sofifa.com/player/120533/kepler-laveran-lima-ferreira/220002;Pepe;KlÃ©per Laveran de Lima Ferreira;82;82;5500000;14000;38
157481;https://sofifa.com/player/157481/raul-albiol-tortajada/220002;RaÃºl Albiol;RaÃºl Albiol Tortajada;82;82;8000000;30000;35
164835;https://sofifa.com/player/164835/lukasz-fabianski/220002;Å. FabiaÅ„ski;Åukasz FabiaÅ„ski;82;82;3400000;43000;36
168435;https://sofifa.com/player/168435/salvatore-sirigu/220002;S. Sirigu;Salvatore Sirigu;82;82;5000000;20000;34
168651;https://sofifa.com/player/168651/ivan-rakitic/220002;I. RakitiÄ‡;Ivan RakitiÄ‡;82;82;18500000;39000;33
173731;https://sofifa.com/player/173731/gareth-bale/220002;G. Bale;Gareth Frank Bale;82;82;25000000;170000;31
178005;https://sofifa.com/player/178005/rui-pedro-dos-santos-patricio/220002;Rui PatrÃ­cio;Rui Pedro dos Santos PatrÃ­cio;82;82;10000000;51000;33
178562;https://sofifa.com/player/178562/ever-banega/220002;Ã‰. Banega;Ã‰ver Maximiliano David Banega;82;82;15000000;46000;33
180206;https://sofifa.com/player/180206/miralem-pjanic/220002;M. PjaniÄ‡;Miralem PjaniÄ‡;82;82;25000000;155000;31
183512;https://sofifa.com/player/183512/yuri-berchiche-izeta/220002;Yuri Berchiche;Yuri Berchiche Izeta;82;82;22000000;35000;31
187072;https://sofifa.com/player/187072/lars-stindl/220002;L. Stindl;Lars Edi Stindl;82;82;24000000;41000;32
188152;https://sofifa.com/player/188152/oscar-dos-santos-emboaba/220002;Oscar;Oscar dos Santos Emboaba JÃºnior;82;82;30000000;38000;29
